assay_type,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,standard_value_nM,pIC50,smiles_clean
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(CCCS(C)(=O)=O)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL3932047,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(CCCS(C)(=O)=O)c(NC(C)(C)C)nc34)[nH]c21
B,N[C@H]1CCC[C@@H](Nc2ccc3cccc(-c4cc5c([nH]4)CCNC5=O)c3n2)C1,,CHEMBL3907732,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,N[C@H]1CCC[C@@H](Nc2ccc3cccc(-c4cc5c([nH]4)CCNC5=O)c3n2)C1
B,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CCN)NC4=O)c2nc1NC(C)(C)C,,CHEMBL4541192,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CCN)NC4=O)c2nc1NC(C)(C)C
B,Cc1nc2cccc3c2nc1NC[C@@H](C)CC[C@H]1CNC(=O)c2cc-3[nH]c21,,CHEMBL3809565,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,Cc1nc2cccc3c2nc1NC[C@@H](C)CC[C@H]1CNC(=O)c2cc-3[nH]c21
B,C[C@@H]1CC[C@H](N)CN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,,CHEMBL3965757,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,C[C@@H]1CC[C@H](N)CN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12
B,CC(C)(C)Nc1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,,CHEMBL3926782,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,CC(C)(C)Nc1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CC1,,CHEMBL3957954,9.52,IC50,nM,0.3,IC50,nM,0.3,0.3,9.522878745280336,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CC1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@@H](N)C1,,CHEMBL3966363,9.52,IC50,nM,0.301,IC50,nM,0.301,0.301,9.521433504406156,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@@H](N)C1
B,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N,,CHEMBL3943301,9.52,IC50,nM,0.305,IC50,nM,0.305,0.305,9.515700160653214,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C(F)(F)F)CC1,,CHEMBL3961328,9.47,IC50,nM,0.338,IC50,nM,0.338,0.338,9.471083299722345,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C(F)(F)F)CC1
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC5(C)CC5)nc34)[nH]c21,,CHEMBL3950704,9.44,IC50,nM,0.364,IC50,nM,0.364,0.364,9.438898616350944,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC5(C)CC5)nc34)[nH]c21
B,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC1(C)CC1,,CHEMBL3943763,9.41,IC50,nM,0.385,IC50,nM,0.385,0.385,9.4145392704915,Cc1nc2ccc(F)c(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC1(C)CC1
B,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC1(C)CC1,,CHEMBL3909785,9.41,IC50,nM,0.39,IC50,nM,0.39,0.39,9.4089353929735,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC1(C)CC1
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1OCCC#N,,CHEMBL3691950,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1OCCC#N
B,Cc1nc2cccc3c2nc1N[C@@H](C)CCC[C@H]1CNC(=O)c2cc-3[nH]c21,,CHEMBL3809127,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,Cc1nc2cccc3c2nc1N[C@@H](C)CCC[C@H]1CNC(=O)c2cc-3[nH]c21
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(CO)CC1,,CHEMBL3891210,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(CO)CC1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@H](N)C1,,CHEMBL3928595,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@H](N)C1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@@H]1CC[C@H](N)C1,,CHEMBL3966072,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@@H]1CC[C@H](N)C1
B,Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,,CHEMBL3393716,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,,CHEMBL3913540,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)[nH]c(N(C)C(C)(C)C)nc34)[nH]c21,,CHEMBL3962064,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)[nH]c(N(C)C(C)(C)C)nc34)[nH]c21
B,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C1,,CHEMBL4109688,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C1
B,Cc1nc2cccc3c2nc1NC[C@H](C)CC[C@H]1CNC(=O)c2cc-3[nH]c21,,CHEMBL3809377,9.4,IC50,nM,0.4,IC50,nM,0.4,0.4,9.397940008672036,Cc1nc2cccc3c2nc1NC[C@H](C)CC[C@H]1CNC(=O)c2cc-3[nH]c21
B,Cn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)C3(CC3)NC4=O)cccc2c1=O,,CHEMBL3946152,9.39,IC50,nM,0.407,IC50,nM,0.407,0.407,9.39040559077478,Cn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)C3(CC3)NC4=O)cccc2c1=O
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C[C@@H]5CN(C)CCO5)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL4476513,9.39,IC50,nM,0.41,IC50,nM,0.41,0.41,9.387216143280265,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C[C@@H]5CN(C)CCO5)c(NC(C)(C)C)nc34)[nH]c21
B,Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)NCC4)c2nc1NC(C)(C)C,,CHEMBL3971342,9.34,IC50,nM,0.454,IC50,nM,0.454,0.454,9.342944147142896,Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)NCC4)c2nc1NC(C)(C)C
B,Cc1nc2cccc(-c3cc4c([nH]3)C(CCO)NC4=O)c2nc1NC(C)(C)C,,CHEMBL3955880,9.33,IC50,nM,0.47,IC50,nM,0.47,0.47,9.327902142064282,Cc1nc2cccc(-c3cc4c([nH]3)C(CCO)NC4=O)c2nc1NC(C)(C)C
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1OCCS(C)(=O)=O,,CHEMBL3691930,9.33,IC50,nM,0.47,IC50,nM,0.47,0.47,9.327902142064282,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1OCCS(C)(=O)=O
B,Cn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](CCO)NC4=O)cccc2c1=O,,CHEMBL3933742,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,Cn1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](CCO)NC4=O)cccc2c1=O
B,Cc1nc2cccc3c2nc1NC/C=C/C[C@H]1CNC(=O)c2cc-3[nH]c21,,CHEMBL3809463,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,Cc1nc2cccc3c2nc1NC/C=C/C[C@H]1CNC(=O)c2cc-3[nH]c21
B,FC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,,CHEMBL3664634,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,FC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1
B,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ccc(S(C)(=O)=O)cc4F)nn23)C[C@@H](N)[C@@H]1O,,CHEMBL3986154,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ccc(S(C)(=O)=O)cc4F)nn23)C[C@@H](N)[C@@H]1O
B,C[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H](N)[C@H]1O,,CHEMBL4109503,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,C[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H](N)[C@H]1O
B,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cc(C(=O)NC5CC5)ccc4F)nn23)C1,,CHEMBL3918076,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cc(C(=O)NC5CC5)ccc4F)nn23)C1
B,Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21,,CHEMBL3809691,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21
B,Cc1nc2cccc(-c3cc4c([nH]3)C(C)CNC4=O)c2nc1F,,CHEMBL3947213,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,Cc1nc2cccc(-c3cc4c([nH]3)C(C)CNC4=O)c2nc1F
B,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4Cl)nn23)C1,,CHEMBL4115280,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4Cl)nn23)C1
B,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,,CHEMBL3919646,9.3,IC50,nM,0.5,IC50,nM,0.5,0.5,9.30102999566398,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
B,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C,,CHEMBL3944136,9.3,IC50,nM,0.501,IC50,nM,0.501,0.501,9.300162274132754,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C
B,Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C,,CHEMBL3974455,9.28,IC50,nM,0.52,IC50,nM,0.52,0.52,9.2839966563652,Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C
B,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CO)NC4=O)c2nc1NC1(C)CC1,,CHEMBL3920600,9.28,IC50,nM,0.53,IC50,nM,0.53,0.53,9.275724130399212,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](CO)NC4=O)c2nc1NC1(C)CC1
B,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)C,,CHEMBL3974543,9.25,IC50,nM,0.559,IC50,nM,0.559,0.559,9.252588192113576,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)C
B,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC1(C)CC1,,CHEMBL3957073,9.24,IC50,nM,0.57,IC50,nM,0.57,0.57,9.244125144327509,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC1(C)CC1
B,Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)N[C@@H]4C)c2nc1NC1(C)CC1,,CHEMBL3933719,9.22,IC50,nM,0.599,IC50,nM,0.599,0.599,9.22257317761069,Cc1nc2cccc(-c3[nH]c4c(c3Cl)C(=O)N[C@@H]4C)c2nc1NC1(C)CC1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,,CHEMBL3959725,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCCC1,,CHEMBL3956884,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCCC1
B,NC(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,,CHEMBL3393718,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,NC(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1
B,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,,CHEMBL3393720,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(C)(C)C,,CHEMBL3940808,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(C)(C)C
B,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C[C@@H](N)[C@@H]1O,,CHEMBL3936992,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C[C@@H](N)[C@@H]1O
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCC1,,CHEMBL3904282,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1(C)CCC1
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(N5CCCC5(C)C)nc34)[nH]c21,,CHEMBL4572195,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(N5CCCC5(C)C)nc34)[nH]c21
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(CC5COC5)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL4472803,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(CC5COC5)c(NC(C)(C)C)nc34)[nH]c21
B,CCN(c1cccnc1)c1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,,CHEMBL3971351,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,CCN(c1cccnc1)c1ccc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CCC5)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL3904050,9.22,IC50,nM,0.6,IC50,nM,0.6,0.6,9.221848749616356,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CCC5)c(NC(C)(C)C)nc34)[nH]c21
B,CO[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H]1C,,CHEMBL3687492,9.21,IC50,nM,0.62,IC50,nM,0.62,0.62,9.207608310501746,CO[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H]1C
B,Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCC#N)[C@@H](C)C3)ccc2F)c(F)c1,,CHEMBL3687493,9.2,IC50,nM,0.63,IC50,nM,0.63,0.63,9.200659450546418,Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCC#N)[C@@H](C)C3)ccc2F)c(F)c1
B,FC(F)(F)CNc1nnc(-c2ccc3[nH]cc(-c4nccc(C5CC5)n4)c3c2)o1,,CHEMBL3940389,9.2,IC50,nM,0.638,IC50,nM,0.638,0.638,9.195179321278838,FC(F)(F)CNc1nnc(-c2ccc3[nH]cc(-c4nccc(C5CC5)n4)c3c2)o1
B,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H]1C,,CHEMBL3691958,9.19,IC50,nM,0.65,IC50,nM,0.65,0.65,9.187086643357144,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H]1C
B,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CCOCC5)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL3926620,9.17,IC50,nM,0.671,IC50,nM,0.671,0.671,9.173277479831007,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CCOCC5)c(NC(C)(C)C)nc34)[nH]c21
B,CS[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,,CHEMBL3687443,9.17,IC50,nM,0.68,IC50,nM,0.68,0.68,9.167491087293763,CS[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C
B,CN(c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1)C(C)(C)C,,CHEMBL3985398,9.15,IC50,nM,0.7,IC50,nM,0.7,0.7,9.154901959985745,CN(c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1)C(C)(C)C
B,CC[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CC5)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL3948310,9.15,IC50,nM,0.7,IC50,nM,0.7,0.7,9.154901959985745,CC[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5CC5)c(NC(C)(C)C)nc34)[nH]c21
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(C)C,,CHEMBL3970207,9.15,IC50,nM,0.7,IC50,nM,0.7,0.7,9.154901959985745,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NCC(C)C
B,Oc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,,CHEMBL3393717,9.15,IC50,nM,0.7,IC50,nM,0.7,0.7,9.154901959985745,Oc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1
B,CC(c1cn(C)cn1)n1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](C)NC4=O)cccc2c1=O,,CHEMBL4464030,9.15,IC50,nM,0.7,IC50,nM,0.7,0.7,9.154901959985745,CC(c1cn(C)cn1)n1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](C)NC4=O)cccc2c1=O
B,O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5cccnc5)nc34)cc21,,CHEMBL3937054,9.15,IC50,nM,0.7,IC50,nM,0.7,0.7,9.154901959985745,O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5cccnc5)nc34)cc21
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1OCCC#N,,CHEMBL3691937,9.13,IC50,nM,0.74,IC50,nM,0.74,0.74,9.130768280269024,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1OCCC#N
B,CC(C)NC(=O)c1ccc(F)c(-c2ccc(N)c(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCC#N)[C@@H](C)C3)n2)c1,,CHEMBL3687521,9.13,IC50,nM,0.74,IC50,nM,0.74,0.74,9.130768280269024,CC(C)NC(=O)c1ccc(F)c(-c2ccc(N)c(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](OCCC#N)[C@@H](C)C3)n2)c1
B,C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N=[N+]=[N-],,CHEMBL3687497,9.13,IC50,nM,0.74,IC50,nM,0.74,0.74,9.130768280269024,C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1N=[N+]=[N-]
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1n1ccnn1,,CHEMBL3691960,9.11,IC50,nM,0.77,IC50,nM,0.77,0.77,9.113509274827518,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H](N)[C@H]1n1ccnn1
B,C[C@H]1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1n1ccnn1,,CHEMBL3691940,9.11,IC50,nM,0.77,IC50,nM,0.77,0.77,9.113509274827518,C[C@H]1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1n1ccnn1
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1OCCS(C)(=O)=O,,CHEMBL3691919,9.11,IC50,nM,0.78,IC50,nM,0.78,0.78,9.10790539730952,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](N)[C@H]1OCCS(C)(=O)=O
B,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C,,CHEMBL3691932,9.1,IC50,nM,0.79,IC50,nM,0.79,0.79,9.102372908709558,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C
B,C[C@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,,CHEMBL3897323,9.1,IC50,nM,0.79,IC50,nM,0.79,0.79,9.102372908709558,C[C@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1
B,CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C,,CHEMBL3691926,9.1,IC50,nM,0.79,IC50,nM,0.79,0.79,9.102372908709558,CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCC1,,CHEMBL3960320,9.1,IC50,nM,0.8,IC50,nM,0.8,0.8,9.096910013008056,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCC1
B,CC1(C)CCCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,,CHEMBL3956736,9.1,IC50,nM,0.8,IC50,nM,0.8,0.8,9.096910013008056,CC1(C)CCCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1
B,CC1(C)CCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1,,CHEMBL3985959,9.1,IC50,nM,0.8,IC50,nM,0.8,0.8,9.096910013008056,CC1(C)CCN1c1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1
B,CC[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21,,CHEMBL3946176,9.1,IC50,nM,0.8,IC50,nM,0.8,0.8,9.096910013008056,CC[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C)c(NC(C)(C)C)nc34)[nH]c21
B,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(O)CCC4)cc3F)n2)C[C@@H]1C,,CHEMBL3691942,9.09,IC50,nM,0.81,IC50,nM,0.81,0.81,9.09151498112135,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(O)CCC4)cc3F)n2)C[C@@H]1C
